Id,SalePrice
1638,187964.84
1639,173551.97
1640,242615.27
1641,184621.78
1642,233074.16
1643,210670.88
1644,228253.58
1645,191122.62
1646,151900.92
1647,149713.52
1648,126743.06
1649,131352.97
1650,112381.66
1651,117257.54
1652,98485.08
1653,97906.875
1654,143740.52
1655,141894.34
1656,141979.64
1657,146299.69
1658,142396.9
1659,117226.586
1660,140119.58
1661,473840.4
1662,395560.88
1663,358560.7
1664,528270.06
1665,255839.64
1666,347940.4
1667,317755.9
1668,296486.53
1669,275512.5
1670,331677.1
1671,254510.28
1672,532044.75
1673,284473.44
1674,215024.47
1675,189936.31
1676,201307.88
1677,216437.12
1678,558546.06
1679,403357.66
1680,298401.1
1681,225260.88
1682,288479.88
1683,182804.8
1684,169869.17
1685,165056.86
1686,169782.03
1687,157497.89
1688,186605.64
1689,176243.17
1690,181416.27
1691,173737.31
1692,240427.25
1693,166731.34
1694,178553.16
1695,153668.73
1696,266493.75
1697,159986.61
1698,375959.25
1699,321259.4
1700,241398.34
1701,245935.92
1702,227456.77
1703,231114.12
1704,290654.72
1705,212218.78
1706,431710.12
1707,215046.39
1708,185708.5
1709,245350.88
1710,209878.78
1711,265585.1
1712,251319.1
1713,272853.78
1714,222103.92
1715,214999.66
1716,161273.4
1717,160356.72
1718,135770.08
1719,198217.28
1720,213065.34
1721,153011.9
1722,135411.9
1723,151597.92
1724,178272.06
1725,248996.69
1726,189961.55
1727,152198.11
1728,175747.11
1729,162629.5
1730,168523.0
1731,139577.44
1732,134406.4
1733,117270.414
1734,115552.125
1735,125704.086
1736,113989.98
1737,373787.34
1738,221519.08
1739,145556.12
1740,224052.5
1741,205696.27
1742,176626.89
1743,177316.4
1744,275811.8
1745,196076.03
1746,192336.19
1747,212116.94
1748,241624.55
1749,156439.0
1750,140742.86
1751,239968.98
1752,117869.54
1753,132780.0
1754,167097.58
1755,145786.38
1756,119591.18
1757,109887.555
1758,133105.64
1759,154251.31
1760,154483.44
1761,139795.58
1762,187778.34
1763,167791.89
1764,109127.84
1765,167283.92
1766,168306.55
1767,251939.6
1768,137453.11
1769,157567.77
1770,146641.27
1771,127217.414
1772,137411.81
1773,139167.97
1774,146225.08
1775,136715.61
1776,123515.19
1777,107024.43
1778,139778.02
1779,125887.4
1780,174676.14
1781,121208.93
1782,81106.37
1783,138826.84
1784,109512.016
1785,118766.3
1786,141668.61
1787,167938.27
1788,51774.418
1789,99837.875
1790,86259.29
1791,206941.92
1792,146670.52
1793,127916.04
1794,142280.55
1795,127227.26
1796,117526.3
1797,112184.414
1798,116564.64
1799,106232.31
1800,127240.766
1801,127226.07
1802,123712.49
1803,147242.75
1804,134770.16
1805,129534.016
1806,130946.29
1807,116564.35
1808,120848.664
1809,117011.66
1810,129491.04
1811,90013.04
1812,99212.61
1813,113843.77
1814,87634.19
1815,53137.69
1816,93726.57
1817,111265.17
1818,138629.69
1819,122352.7
1820,73556.52
1821,105996.92
1822,141879.94
1823,51851.38
1824,144069.7
1825,134470.6
1826,99575.64
1827,102880.77
1828,135194.6
1829,93612.38
1830,136393.89
1831,146864.78
1832,64186.59
1833,143018.95
1834,121561.66
1835,143480.44
1836,109538.41
1837,112362.89
1838,117464.336
1839,83588.87
1840,138498.11
1841,143627.9
1842,90541.13
1843,131250.56
1844,135812.67
1845,136686.6
1846,135304.19
1847,166133.33
1848,46889.586
1849,132465.48
1850,114067.71
1851,151687.27
1852,108439.414
1853,127374.85
1854,176799.6
1855,114017.375
1856,209793.25
1857,152178.97
1858,159244.92
1859,116406.484
1860,141815.42
1861,115995.11
1862,333041.1
1863,289082.12
1864,290185.72
1865,310900.6
1866,280981.47
1867,197903.11
1868,281419.06
1869,190285.17
1870,229057.31
1871,220104.33
1872,172097.05
1873,250936.34
1874,150623.9
1875,198385.2
1876,195280.75
1877,199816.58
1878,215361.25
1879,146578.28
1880,132969.97
1881,280791.8
1882,241973.8
1883,183414.78
1884,200006.95
1885,220703.48
1886,251128.38
1887,210669.84
1888,277212.6
1889,171439.08
1890,122491.375
1891,131509.67
1892,92150.81
1893,140732.14
1894,127655.586
1895,132778.7
1896,118612.875
1897,125953.08
1898,114515.18
1899,145614.95
1900,154017.56
1901,168341.89
1902,150586.88
1903,189639.88
1904,155269.89
1905,180626.36
1906,164728.42
1907,198607.56
1908,97376.9
1909,130588.28
1910,118995.766
1911,177340.44
1912,268017.3
1913,124719.805
1914,61160.03
1915,254723.27
1916,71953.79
1917,240205.7
1918,138720.34
1919,182799.58
1920,140041.14
1921,391253.3
1922,278663.2
1923,218473.89
1924,205655.08
1925,194977.7
1926,384367.16
1927,134347.52
1928,148300.45
1929,130629.34
1930,112484.84
1931,142080.17
1932,140386.3
1933,178293.8
1934,176767.06
1935,177318.48
1936,182836.03
1937,185000.47
1938,164014.05
1939,245475.39
1940,189635.11
1941,171025.14
1942,184664.7
1943,193513.62
1944,313860.2
1945,345293.53
1946,152183.34
1947,302127.25
1948,200406.12
1949,206151.42
1950,178113.38
1951,242650.39
1952,187595.02
1953,156715.38
1954,175006.38
1955,133576.52
1956,461775.1
1957,141884.3
1958,302598.47
1959,138482.06
1960,111054.71
1961,118832.83
1962,97792.445
1963,109751.94
1964,111921.195
1965,140045.95
1966,138749.58
1967,297992.7
1968,396037.8
1969,364619.38
1970,472896.25
1971,512647.12
1972,404984.84
1973,261830.62
1974,302704.5
1975,520700.88
1976,275189.72
1977,402924.25
1978,351114.72
1979,314185.16
1980,194163.17
1981,308455.12
1982,216939.06
1983,196114.83
1984,159283.86
1985,220095.06
1986,213118.52
1987,172789.5
1988,163734.48
1989,186632.02
1990,199820.08
1991,229387.52
1992,207212.75
1993,164661.98
1994,252753.05
1995,182286.9
1996,229792.64
1997,266985.5
1998,380380.2
1999,263512.94
2000,311397.72
2001,246498.78
2002,250231.89
2003,229699.28
2004,277078.97
2005,221240.02
2006,211663.05
2007,247974.02
2008,209982.94
2009,189722.69
2010,190354.28
2011,150557.1
2012,151065.73
2013,179873.64
2014,181543.86
2015,153959.38
2016,198363.36
2017,186853.06
2018,139901.92
2019,130326.49
2020,108257.016
2021,100536.516
2022,187758.77
2023,162229.22
2024,211312.98
2025,293955.44
2026,173795.61
2027,159034.14
2028,151824.55
2029,170840.44
2030,261139.5
2031,229430.0
2032,237533.05
2033,248015.78
2034,171302.61
2035,231942.89
2036,174442.5
2037,179305.69
2038,259071.67
2039,209351.94
2040,310535.72
2041,239195.94
2042,206043.89
2043,178780.73
2044,146747.17
2045,188041.08
2046,122388.016
2047,134651.66
2048,130997.58
2049,103186.72
2050,165034.34
2051,123956.21
2052,107880.586
2053,137063.34
2054,91894.23
2055,137709.39
2056,131184.61
2057,111189.02
2058,202540.97
2059,134884.77
2060,151514.73
2061,153520.45
2062,123739.07
2063,106750.49
2064,139185.48
2065,124238.016
2066,155080.78
2067,125708.2
2068,106265.4
2069,95789.46
2070,113471.97
2071,98205.836
2072,106325.87
2073,137769.94
2074,224172.81
2075,145988.52
2076,111994.414
2077,158418.78
2078,124955.93
2079,128457.18
2080,114213.97
2081,117341.34
2082,135222.89
2083,152702.19
2084,100152.195
2085,112475.78
2086,116218.93
2087,116627.945
2088,109820.32
2089,70447.17
2090,118705.47
2091,103506.95
2092,126664.79
2093,125308.92
2094,106419.04
2095,108252.42
2096,77920.92
2097,88504.02
2098,135548.4
2099,40673.34
2100,78745.91
2101,107471.945
2102,127455.65
2103,96283.03
2104,131663.5
2105,123731.37
2106,60619.453
2107,198414.03
2108,108656.06
2109,99244.25
2110,138228.8
2111,138404.12
2112,148383.72
2113,110874.56
2114,117609.1
2115,161516.55
2116,111425.664
2117,140484.77
2118,112120.32
2119,112355.6
2120,118354.875
2121,120587.68
2122,114610.37
2123,78210.23
2124,154668.97
2125,99256.055
2126,149392.02
2127,179495.02
2128,132323.25
2129,99001.65
2130,135061.92
2131,131328.27
2132,112551.195
2133,116598.03
2134,116684.54
2135,96560.445
2136,57974.85
2137,108449.59
2138,130808.99
2139,144518.56
2140,133043.81
2141,146015.45
2142,122775.69
2143,172509.28
2144,122915.664
2145,141924.83
2146,171430.5
2147,139075.66
2148,131818.19
2149,134919.97
2150,196915.3
2151,107386.21
2152,199276.61
2153,139335.48
2154,113469.53
2155,150597.89
2156,263143.94
2157,218788.95
2158,240028.56
2159,200043.67
2160,178955.62
2161,197584.94
2162,495099.53
2163,335768.6
2164,245214.64
2165,186894.94
2166,153658.47
2167,214537.14
2168,200513.03
2169,196776.6
2170,205756.22
2171,154187.02
2172,133809.05
2173,177829.03
2174,226343.69
2175,278032.12
2176,308966.0
2177,244896.89
2178,209520.28
2179,134149.64
2180,250099.77
2181,174139.56
2182,208425.02
2183,176140.34
2184,119513.85
2185,126805.77
2186,141660.61
2187,149363.5
2188,151528.56
2189,253339.39
2190,80985.64
2191,82931.65
2192,95923.06
2193,106367.04
2194,96304.53
2195,126337.6
2196,95141.125
2197,128104.695
2198,167379.36
2199,191595.05
2200,140002.98
2201,141459.98
2202,181154.88
2203,146086.75
2204,179265.11
2205,123985.11
2206,151054.05
2207,210863.05
2208,244221.5
2209,220323.58
2210,109789.61
2211,113576.91
2212,103531.52
2213,84004.625
2214,141651.45
2215,90473.52
2216,126553.81
2217,77295.13
2218,98140.125
2219,83509.305
2220,72659.33
2221,255010.06
2222,233383.77
2223,232299.8
2224,220020.72
2225,144747.75
2226,173129.53
2227,187715.98
2228,255106.16
2229,251653.61
2230,151031.23
2231,205179.73
2232,148061.33
2233,166031.34
2234,221569.11
2235,203756.0
2236,260017.05
2237,352104.84
2238,197736.33
2239,116884.59
2240,149122.83
2241,143673.98
2242,135115.22
2243,134833.0
2244,100093.84
2245,95124.67
2246,137246.4
2247,103962.77
2248,121124.234
2249,115731.36
2250,121858.5
2251,112918.414
2252,166263.38
2253,151795.55
2254,172784.58
2255,182749.14
2256,167476.25
2257,190857.0
2258,147079.58
2259,173478.11
2260,160055.17
2261,176986.16
2262,202729.17
2263,346972.0
2264,486418.3
2265,202899.58
2266,284597.97
2267,398035.03
2268,374926.06
2269,142866.97
2270,180793.77
2271,217847.6
2272,172936.2
2273,153870.2
2274,180754.67
2275,175892.3
2276,188573.94
2277,174720.36
2278,148232.89
2279,119645.27
2280,125790.83
2281,158625.0
2282,184283.98
2283,109635.68
2284,104422.73
2285,148065.61
2286,118228.3
2287,339833.06
2288,267720.88
2289,440052.78
2290,504417.2
2291,314589.97
2292,470600.44
2293,542408.7
2294,404247.56
2295,538470.0
2296,295055.56
2297,307058.84
2298,323775.44
2299,419364.7
2300,350773.97
2301,270637.12
2302,258709.0
2303,210238.61
2304,256087.02
2305,210019.45
2306,197151.92
2307,188123.06
2308,203316.31
2309,269959.47
2310,208758.44
2311,206129.08
2312,163478.14
2313,166243.28
2314,181156.25
2315,171690.27
2316,193168.55
2317,194382.1
2318,176726.47
2319,175336.45
2320,176618.7
2321,235766.95
2322,178410.62
2323,179371.4
2324,169311.27
2325,197183.31
2326,164957.78
2327,198670.95
2328,213847.8
2329,191391.22
2330,173619.86
2331,428302.9
2332,362213.06
2333,312324.16
2334,244331.97
2335,244656.31
2336,323679.72
2337,208740.12
2338,299501.7
2339,205154.97
2340,429995.4
2341,247265.36
2342,221043.12
2343,227783.4
2344,211500.1
2345,209828.88
2346,215147.44
2347,203924.28
2348,245533.67
2349,177570.11
2350,291145.03
2351,263756.3
2352,254690.02
2353,282896.97
2354,143991.47
2355,140064.48
2356,148784.05
2357,168702.69
2358,196130.16
2359,128073.61
2360,98542.22
2361,133653.14
2362,301670.9
2363,141046.95
2364,168529.58
2365,213933.97
2366,185123.33
2367,226464.66
2368,217632.95
2369,233159.84
2370,172558.22
2371,166093.25
2372,184162.7
2373,261027.47
2374,321328.78
2375,249665.73
2376,297582.22
2377,341323.9
2378,143606.88
2379,187069.27
2380,146608.75
2381,163697.72
2382,181390.84
2383,195848.02
2384,224226.55
2385,158868.08
2386,143763.67
2387,129547.62
2388,96513.39
2389,117449.484
2390,144233.19
2391,138508.27
2392,107757.58
2393,156447.6
2394,134849.7
2395,184269.64
2396,145221.4
2397,221802.31
2398,151065.69
2399,59585.61
2400,33706.535
2401,116521.71
2402,127370.66
2403,115994.08
2404,151321.05
2405,159622.72
2406,136995.39
2407,127017.1
2408,130552.05
2409,117053.586
2410,163271.48
2411,111871.82
2412,159465.2
2413,120494.23
2414,143619.3
2415,114356.98
2416,124596.85
2417,148595.86
2418,133254.08
2419,113095.805
2420,121196.2
2421,149898.03
2422,103114.68
2423,130336.79
2424,129857.74
2425,261720.34
2426,126888.625
2427,138733.4
2428,193542.44
2429,108678.305
2430,128813.72
2431,113773.33
2432,139946.97
2433,134297.44
2434,133699.52
2435,159201.98
2436,106767.56
2437,97297.375
2438,120143.52
2439,107172.51
2440,113669.38
2441,109924.96
2442,102352.88
2443,118148.836
2444,125568.945
2445,96972.805
2446,139257.48
2447,176292.28
2448,132467.98
2449,105584.01
2450,142425.89
2451,131566.5
2452,198223.98
2453,100364.055
2454,115949.34
2455,140873.34
2456,129951.414
2457,118249.27
2458,121549.29
2459,101898.38
2460,134272.38
2461,108215.836
2462,126813.18
2463,118285.17
2464,150429.4
2465,135448.25
2466,114210.14
2467,131400.97
2468,67848.305
2469,78964.52
2470,163858.33
2471,172912.03
2472,171846.84
2473,108541.31
2474,73093.05
2475,218888.52
2476,109858.12
2477,127213.73
2478,139016.58
2479,111354.01
2480,141015.28
2481,147741.44
2482,130853.805
2483,106070.88
2484,122991.49
2485,111013.9
2486,158570.22
2487,188838.08
2488,158495.62
2489,152559.67
2490,169047.78
2491,98822.76
2492,200867.2
2493,135686.55
2494,140775.9
2495,102707.59
2496,205144.12
2497,147507.86
2498,106476.41
2499,89719.055
2500,141028.75
2501,123309.945
2502,137112.89
2503,97188.37
2504,182259.89
2505,213103.6
2506,215800.92
2507,254760.38
2508,230721.62
2509,200839.17
2510,193899.97
2511,162242.95
2512,197291.44
2513,203694.33
2514,239522.45
2515,138592.03
2516,166094.56
2517,147656.14
2518,173127.58
2519,228031.66
2520,218654.47
2521,180781.81
2522,208263.28
2523,122318.516
2524,138457.64
2525,140073.02
2526,142556.53
2527,110906.98
2528,126476.22
2529,121665.76
2530,122464.08
2531,236626.14
2532,228868.16
2533,186839.16
2534,192735.92
2535,282623.03
2536,225352.19
2537,220401.19
2538,178732.17
2539,181461.23
2540,171170.92
2541,166260.31
2542,156237.61
2543,130830.11
2544,145786.62
2545,117923.234
2546,116882.22
2547,132764.97
2548,171838.02
2549,166463.02
2550,880605.75
2551,135671.83
2552,141941.62
2553,83687.52
2554,92051.78
2555,108989.97
2556,95953.56
2557,106202.92
2558,223058.5
2559,148591.69
2560,134528.4
2561,132604.17
2562,135699.34
2563,142946.45
2564,184272.75
2565,163495.61
2566,174307.3
2567,133432.11
2568,233592.11
2569,200546.36
2570,106546.3
2571,174139.16
2572,145351.38
2573,181953.86
2574,228733.08
2575,117036.77
2576,132031.86
2577,148166.89
2578,92559.86
2579,74896.99
2580,131975.97
2581,134798.61
2582,133259.45
2583,294620.25
2584,176656.42
2585,180585.06
2586,228414.2
2587,195886.12
2588,133540.23
2589,141656.44
2590,206409.22
2591,204080.7
2592,195553.05
2593,232056.97
2594,157192.3
2595,180953.47
2596,291579.8
2597,164595.06
2598,274891.28
2599,299791.53
2600,179974.97
2601,164498.17
2602,79061.77
2603,94585.18
2604,91247.75
2605,74315.48
2606,153666.42
2607,209405.34
2608,219805.08
2609,162146.22
2610,114777.33
2611,131424.38
2612,145776.97
2613,128809.76
2614,116892.93
2615,159242.6
2616,146436.56
2617,203121.19
2618,242576.42
2619,200211.83
2620,189127.45
2621,176071.92
2622,176918.31
2623,229811.05
2624,342061.38
2625,343083.47
2626,172829.58
2627,150131.4
2628,429922.06
2629,475358.97
2630,347221.9
2631,471039.75
2632,398813.94
2633,313181.1
2634,402080.12
2635,160275.19
2636,172822.75
2637,170098.48
2638,294481.72
2639,178906.5
2640,149846.36
2641,103896.83
2642,183093.02
2643,104693.734
2644,118642.46
2645,101700.39
2646,98536.97
2647,107153.086
2648,138966.84
2649,145819.19
2650,140023.47
2651,133710.94
2652,399418.8
2653,211264.94
2654,252397.5
2655,450116.62
2656,311326.16
2657,316268.78
2658,294427.62
2659,302698.47
2660,370285.38
2661,384210.3
2662,372129.53
2663,281310.78
2664,238817.02
2665,270731.62
2666,264722.38
2667,170326.53
2668,174348.14
2669,170067.45
2670,287589.34
2671,174398.42
2672,195182.06
2673,204731.1
2674,194113.34
2675,169861.45
2676,177051.39
2677,193065.73
2678,249988.9
2679,259826.6
2680,278596.9
2681,318416.06
2682,281924.47
2683,448299.72
2684,288106.97
2685,274295.4
2686,271149.06
2687,329488.06
2688,203027.5
2689,210340.16
2690,504106.1
2691,195768.08
2692,142450.67
2693,193128.72
2694,152459.66
2695,184996.02
2696,175429.98
2697,190751.08
2698,236137.69
2699,174618.1
2700,155030.38
2701,156849.95
2702,100708.11
2703,125092.66
2704,134629.64
2705,116919.79
2706,112836.13
2707,127927.59
2708,135075.61
2709,104645.97
2710,127315.94
2711,216213.02
2712,394798.1
2713,164461.06
2714,143996.02
2715,170286.86
2716,147494.31
2717,196807.36
2718,210837.38
2719,149861.36
2720,161700.12
2721,126676.35
2722,148092.75
2723,146142.27
2724,126135.66
2725,126388.984
2726,160956.61
2727,185928.3
2728,183841.88
2729,139691.94
2730,138072.98
2731,125242.65
2732,124056.945
2733,151117.12
2734,141011.28
2735,130464.17
2736,137461.47
2737,114773.01
2738,106023.875
2739,146181.25
2740,133750.8
2741,150062.6
2742,143664.1
2743,160815.55
2744,153316.22
2745,136783.1
2746,143528.5
2747,141755.12
2748,118886.24
2749,114186.195
2750,139140.95
2751,139791.86
2752,181143.42
2753,128502.38
2754,333262.94
2755,123721.73
2756,96938.09
2757,74661.914
2758,90508.94
2759,146719.16
2760,137787.6
2761,145689.78
2762,145253.08
2763,166400.73
2764,161787.14
2765,259818.53
2766,138802.14
2767,96958.88
2768,144501.42
2769,128503.555
2770,131487.17
2771,104652.74
2772,119869.29
2773,168292.61
2774,128629.586
2775,119403.29
2776,131024.15
2777,130556.97
2778,92348.37
2779,107247.77
2780,97045.41
2781,92315.125
2782,92885.805
2783,98664.42
2784,106876.18
2785,129657.73
2786,57291.004
2787,118120.2
2788,70555.195
2789,132833.23
2790,82468.25
2791,134602.06
2792,73768.414
2793,172369.69
2794,87248.44
2795,112070.11
2796,101761.28
2797,182168.3
2798,105917.24
2799,115720.95
2800,58019.21
2801,101777.78
2802,128090.234
2803,161607.95
2804,111728.234
2805,108518.84
2806,85094.12
2807,157646.1
2808,147964.03
2809,134720.58
2810,123051.09
2811,185792.33
2812,153719.72
2813,118239.33
2814,106313.54
2815,114296.07
2816,213219.11
2817,165663.89
2818,137731.36
2819,161161.97
2820,142769.7
2821,102426.586
2822,162402.98
2823,373061.3
2824,216647.36
2825,157673.97
2826,126834.74
2827,135998.77
2828,197662.69
2829,195925.25
2830,254528.16
2831,176422.38
2832,279296.9
2833,288114.47
2834,227315.66
2835,199772.9
2836,189723.45
2837,144703.06
2838,139792.62
2839,176644.97
2840,209449.27
2841,196962.53
2842,225603.27
2843,159046.89
2844,174506.61
2845,117419.15
2846,203696.02
2847,207699.9
2848,206317.25
2849,196394.3
2850,268725.5
2851,210369.4
2852,220797.83
2853,233877.19
2854,136103.69
2855,196177.78
2856,206977.36
2857,177480.77
2858,203236.97
2859,126138.65
2860,125489.23
2861,130473.89
2862,183793.92
2863,133804.67
2864,250147.33
2865,146716.77
2866,124844.49
2867,87622.125
2868,100681.984
2869,90911.164
2870,119285.48
2871,82646.805
2872,45489.496
2873,108419.69
2874,132802.6
2875,112696.37
2876,159239.27
2877,147792.95
2878,162404.89
2879,144340.23
2880,99704.14
2881,161858.44
2882,174005.0
2883,181937.92
2884,180302.7
2885,182729.94
2886,237919.02
2887,96016.6
2888,127054.9
2889,46431.22
2890,65441.83
2891,120154.7
2892,75148.91
2893,82102.34
2894,67491.35
2895,311614.9
2896,246520.45
2897,183104.73
2898,121158.664
2899,175734.22
2900,153092.7
2901,238092.86
2902,189722.34
2903,343589.0
2904,328761.0
2905,97472.13
2906,196115.6
2907,110479.13
2908,122987.78
2909,111861.664
2910,71634.45
2911,80305.26
2912,154934.7
2913,81791.91
2914,69680.61
2915,73949.15
2916,78516.88
2917,167771.83
2918,119799.92
2919,219374.77
